RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022
395235,81,"Winston-Salem, NC",Msa,NC,111301,111836,112070,112729,113167,113633,113978,114272,114626,114986,115498,116045,116612,117020,117479,117822,118250,118554,118932,119328,119660,120012,120197,120455,120655,120884,120966,120949,120918,120914,121040,121190,121461,121709,121911,122080,122241,122389,122485,122584,122794,123034,123329,123629,123852,124082,124376,124754,125141,125446,125859,126151,126381,126483,126679,127028,127433,127875,128310,128838,129316,130089,130730,131178,131272,131445,131828,132297,132689,133036,133331,133688,134137,134486,134853,135271,135843,136491,137106,137596,138045,138407,138810,139175,139534,139815,139988,140199,140439,140733,140925,141148,141296,141438,141527,141687,141895,142151,142510,142844,142866,142639,142024,141626,141201,141022,140705,140418,140094,139751,139458,139156,138921,138635,138248,137685,136998,136317,135733,135109,134665,134209,133915,133756,133831,133904,133768,133440,133142,132728,132291,131785,131201,130544,129924,129463,129034,128474,127989,127489,127233,126834,126530,126005,125586,125174,125064,125047,125093,125017,124906,124890,124766,124716,124646,124675,124487,124199,123972,124012,124200,124531,124945,125322,125392,125536,125703,126216,126748,127205,127367,127311,127330,127341,127376,127370,127479,127668,127784,127862,127939,128035,128313,128558,128832,129020,129294,129583,129916,130053,130230,130301,130622,130866,131063,131163,131512,131931,132416,132911,133503,134104,134627,135195,135653,136224,136834,137608,138261,138850,139291,139811,140306,141071,141911,142834,143460,144283,145056,145733,146127,146482,147041,147607,148289,149043,149852,150649,151319,152139,153068,154258,155201,156076,156852,157571,158155,158703,159476,160387,161134,161832,162340,163011,164104,165277,166741,168031,169584,171306,173159,175497,178375,181164,184188,186998,189834,192231,195014,198840,202858,206613,209384,213314,217335,221837,225880
395224,82,"Wichita, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069,101277,100666,99592,99235,98874,98351,99660,100865,102190,102203,101344,99704,98616,98560,99799,100710,101701,102197,102317,102517,102436,102585,102950,103960,104559,104855,104903,105392,108411,111349,114241,114640,115053,115470,115878,116260,116684,114784,112914,110992,111354,111653,111857,111949,111990,112056,112234,112423,112731,113096,113421,113819,114207,114764,115233,115843,116369,116851,117140,117482,117703,118058,118324,118772,119065,119437,119556,119430,119211,119113,119226,119013,119252,119447,119831,119961,120264,120589,120601,120429,119835,119739,119742,120403,120771,121090,121520,121878,122203,122360,122401,122591,122752,122772,122652,122401,122317,122295,122125,121613,120913,120303,119759,119373,119060,118805,118441,117936,117752,117515,117096,116741,116121,115815,115310,115186,115083,115230,115493,115704,115514,115553,115512,115811,115668,115427,115522,115530,115651,115398,115470,115673,115902,115905,116057,116155,116356,116515,116585,116800,117074,117339,117462,117509,117240,117075,116988,117372,117691,117894,118228,118671,119170,119657,120004,120501,121073,121811,122311,122501,122625,122878,123287,123588,123898,124113,124211,124329,124532,124662,124888,125129,125649,126177,126688,127295,127675,128201,128637,129232,129384,129634,129733,130395,131051,131721,132205,132562,132944,133178,133352,133589,134017,134545,134893,135067,135318,135798,136770,137713,138416,138685,138936,139530,140339,141328,142073,142505,142840,143187,143562,143819,144418,145133,146097,146945,147912,148727,149612,150357,151610,153272,155548,157569,159820,161610,163258,164350,166066,168017,169994,171719,173887,176144,178000,179538,181091,182909,184751
395115,83,"Springfield, MA",Msa,MA,133501,133827,134243,135022,135899,135274,134635,133947,134785,135657,136432,137113,137719,138387,139033,139668,140274,141065,141942,142659,143365,144168,145278,146399,147484,148514,149376,150402,151575,153084,154823,156639,158693,160725,162721,164343,165546,166423,166218,166419,167518,169831,172258,174406,176261,178213,179921,181708,182951,183499,184553,186111,188649,191115,193363,195620,198049,200668,202824,204532,206055,207727,209768,211684,213569,215525,217355,219361,221221,223997,226224,227785,227929,228010,228501,229494,230724,231333,231763,231373,231687,231465,231862,231315,231024,231363,232223,233069,232840,232045,230873,229924,229304,228780,228138,228042,228134,227986,227297,226474,225828,225609,224910,224361,222572,220811,218336,216474,214966,214224,213248,212283,211005,210021,209310,209677,209912,210205,210145,210342,210505,211016,211781,212877,213460,213737,213263,212241,210807,209223,207555,206338,205861,205657,205091,203900,202605,201444,200816,200116,199025,197579,196668,196284,195868,195206,194677,194604,194649,194731,194699,194866,195212,195495,195573,195486,195468,195680,195679,195820,196470,197582,198781,199363,199699,199709,199976,200278,200937,200944,201538,201773,202453,202127,201825,201653,201576,201675,201808,201608,201697,202013,203036,203823,203934,204084,204016,204289,204171,204317,204016,204176,204263,205147,205992,206958,207392,207587,207974,208384,208973,209015,209438,209765,210405,210758,211173,212199,213058,214351,215092,215985,216867,217939,219489,221111,222941,224421,225030,224093,224061,224829,226724,227851,228150,228544,228441,229006,228916,228836,228894,230079,231813,232849,233511,233467,234191,234831,235524,236171,236902,238615,239541,240626,241514,243137,245095,247193,249625,252111,255378,259077,263399,266049,268843,271663,275736,280483,284360,288828,292216,294948,296488,297907,300720,303926,307609
394440,84,"Fort Myers, FL",Msa,FL,138341,138595,138810,139359,140023,141169,142202,142999,143590,144467,145609,146617,147344,148078,148898,150012,151198,152390,153527,154730,155954,157176,158367,159702,160940,162246,163525,165059,166686,168405,169957,171650,173261,175172,176707,178237,179783,181485,183330,185244,187349,189650,191438,192903,194408,196326,198020,199483,200638,202133,203646,205837,208451,211813,215358,219188,222549,225211,228330,231688,235933,240136,245685,251319,257512,263658,270946,280011,288201,296865,303975,312198,319560,325837,333081,339100,343246,343380,344614,345012,344421,340518,338156,334588,332132,326358,322335,317049,310658,302966,295722,290353,285319,277943,269845,263297,257316,253228,246358,239828,232596,226346,219932,213164,207256,201641,196318,190084,184322,180148,176309,173054,168831,165141,161464,158338,155045,152587,151721,151012,150417,148124,147037,146452,146995,147525,147568,147023,146154,144847,143256,142460,142278,143057,142808,142174,140996,140659,140392,140605,140663,141350,141901,142523,142816,143480,144504,145602,146752,147747,148533,149220,150144,152106,154221,155667,156927,158400,160129,161755,163611,165006,166845,168707,171752,174025,175827,177310,178893,179962,180546,181084,182268,183770,184617,185103,186122,188196,190329,192050,193893,195839,198333,199517,200710,201487,203342,205658,207769,209983,212380,214805,216446,217951,218139,219567,219998,221494,222325,223311,224111,225532,226888,228305,228390,227729,227664,228118,229574,230084,230827,231083,231434,231703,231936,232372,233488,234479,235746,236162,236900,237685,237723,238065,238623,240036,241298,242507,241582,241316,240319,241070,240709,240920,241658,242621,243083,242394,241960,241234,242533,243071,244284,245302,247186,248011,249064,250552,252619,254201,255911,257989,260472,263012,267867,273412,281941,291622,302346,313349,324434,335054,343009,350242,358585,372032,386694
394399,85,"Boise City, ID",Msa,ID,,,,,,,,,,,,,152972,153139,153549,154227,154867,155302,155817,156400,156941,157423,157742,158188,158478,158918,159151,159455,159737,160126,160387,160583,160840,161111,161312,161333,161405,161676,161589,162125,162711,163537,163914,164199,164697,165047,165194,165462,165758,166143,166539,166982,167448,167931,168468,169087,169497,169751,170107,170592,171272,171993,173123,174168,,,,,189332,192790,195242,195347,196104,196868,198642,202396,206563,212812,215982,219054,221592,217507,216355,214177,217359,215730,214329,214085,215057,215557,215950,216388,216708,216815,216908,216757,216467,216525,216038,215643,213264,210719,207845,205357,203081,200341,197382,193636,190933,187889,184832,181349,178137,176509,174517,172855,170713,168904,167317,166813,165302,164942,163689,163335,162649,160556,158164,155598,153038,150745,148266,146189,144467,142428,141528,139740,138437,137596,137877,138058,138025,137779,137828,138101,138163,138790,139961,142770,145839,148138,150054,152753,155076,157513,158354,160722,164053,167430,171201,173035,175894,177841,180587,182318,183313,184360,185880,187158,187488,188039,188673,189872,190455,190979,190703,190112,190037,190082,190497,191062,191911,193660,194853,196866,198265,199963,200618,201444,202120,202698,203247,204417,206760,208681,210241,210951,212405,213686,215102,216328,218642,220713,222757,223983,224227,225378,226301,229011,230461,232600,234699,236805,239169,241348,244658,246880,249285,251412,254153,256835,260122,264092,268095,271392,274696,278511,282717,286275,289586,292183,294883,296315,297302,297821,299313,301976,305170,308698,311657,314620,317326,320858,324242,327289,328961,331550,334289,339249,345218,354378,365581,378716,392291,406296,419411,436250,449755,468071,482313,496392,502523,504394,503282,503726,508338,513975,515926
395160,86,"Toledo, OH",Msa,OH,96083,96337,96579,97181,97876,98634,99232,99839,100483,101142,101804,102310,102903,103349,103940,104538,105127,105597,106016,106460,106978,107478,107967,108398,108769,108254,108481,108716,109825,110194,110562,110918,111246,111658,112062,112513,112930,113395,113756,114098,114307,114688,115062,115574,115888,116159,116349,116527,116705,116940,117273,117569,118050,118602,119205,119496,119845,120183,120637,120952,121341,121768,122209,122699,123057,123286,123471,123605,123700,123781,123996,124106,124189,124114,124231,124226,124493,124730,125101,125129,124987,124593,124290,124210,124394,124743,124909,124735,124377,123622,123066,122234,121626,120794,119836,119272,118790,117806,116582,116101,116297,116712,116546,116655,116200,115641,114684,113708,112727,111783,110468,109897,109529,109802,108980,108395,107798,107544,107294,107381,107375,107433,107571,107754,107666,107253,107107,106969,106679,106046,105134,103826,102494,101503,101366,101133,100753,100236,99823,99529,99222,98950,98679,98265,97704,97274,97158,97282,97367,97481,97601,97444,97102,96624,96342,95933,95708,95484,95237,94942,94813,94926,95284,95775,96195,,,102487,,99115,96793,96610,96638,96869,96897,97005,97376,97592,97889,98246,99277,100067,101070,101345,101996,102023,101900,101628,101654,102231,102937,103563,104206,104876,105553,106200,106488,106661,106641,106728,106799,106922,106937,107237,107816,108419,108930,108972,109173,109401,109859,110448,111205,111893,112289,112482,112637,113663,114608,115797,116356,116968,117270,117326,116983,116748,116825,117411,118181,118645,118902,119018,119601,120304,121616,122462,123297,123620,124036,124542,124848,125625,126655,127895,128662,129460,130618,132283,133912,135072,135855,136047,137387,138946,141311,143803,145675,147937,149346,151595,152879,153762,154486,155594,157449,159401,161164
394816,87,"Madison, WI",Msa,WI,153445,153291,153521,153711,154494,155262,156225,156919,157463,158024,158579,159203,159913,160748,161677,162520,163361,164277,165188,165807,166178,166555,167110,167831,168642,169537,170456,171290,172130,172917,173557,174115,174593,175244,175817,176388,176903,177484,178160,178833,179753,180780,181990,183414,184996,186902,187983,188902,189552,190954,192469,193962,195801,197972,200376,201690,202686,203350,204674,205861,207055,208033,209244,210718,212454,214178,215736,217009,217985,218874,219798,220686,221663,222763,223587,224256,224878,225878,226404,226693,226713,226840,226889,226950,227454,228111,229159,229859,230471,230483,230395,230267,230484,230982,231376,231646,230130,228294,226523,226246,226276,225971,225554,225005,224226,222864,220711,219417,218632,218559,218075,218335,218619,218568,218068,217960,217889,217591,217245,217226,217637,217958,218340,218001,218046,217595,216880,215393,213846,213013,212088,210995,209996,209281,209429,209398,209155,208652,208225,207949,207421,206344,205306,204274,203557,203037,202818,203533,204485,205140,205083,204863,204639,204274,203920,203522,204012,204723,206276,207233,208316,209250,210664,211577,212617,213798,215119,216111,215771,214878,214970,215879,217955,219098,220153,220659,220550,220562,220571,221327,221916,223279,224177,225312,225570,226019,226516,227094,227541,228084,228965,230188,231899,233669,234076,234067,233775,235236,236727,238556,240209,242015,243809,245715,246917,247822,249115,251301,253457,254983,255931,256708,257488,258294,259446,260123,261728,263011,265068,266217,268291,269367,270390,270733,271660,272445,273290,274535,276079,278153,279359,280212,280197,280398,280509,281183,281800,283318,284117,285623,286684,288654,290803,292815,293557,294222,294999,297038,299671,302239,305458,307616,310177,313126,316416,319830,323003,328014,333381,338794,341290,343833,345890,350296,355232,361191,366855
394766,88,"Lakeland, FL",Msa,FL,100735,101094,101366,101598,101870,102192,102748,103157,103475,103860,104212,104716,105156,105630,105910,106355,106778,107308,107768,108255,108705,109117,109474,109948,110248,110587,110793,111172,111587,112046,112570,113117,113641,114162,114629,115261,115792,116478,117163,117996,118753,119410,120085,120762,121534,122353,123255,124161,124923,125682,126452,127344,128275,129573,131077,,,137283,138881,140001,141900,143795,146043,148425,151195,155171,159607,164210,168259,172427,176967,180451,182008,182839,185191,191137,197045,202395,204460,206075,205752,204180,202371,201294,201939,202853,203502,203205,202432,201423,200266,198819,197231,194940,191324,188695,187426,187005,185368,183165,180182,176909,173707,170146,167504,164773,162479,158427,154133,150672,148441,146415,144620,141966,139627,137115,134940,132331,130579,129650,129366,128887,127863,126547,124823,123284,121951,120373,119131,117682,116404,114566,111846,109325,107124,105969,105259,104887,104341,103546,103171,102962,102968,102477,102601,102919,103833,104473,104515,104450,104135,104686,104672,105263,105769,106978,107989,108349,108864,109875,111938,114231,116504,118673,120801,122930,124261,125208,126149,127101,128113,128432,129071,129352,130003,130094,131069,132363,134160,135263,135933,136763,137287,137607,137912,138357,138731,139219,139881,140787,141281,142357,143320,145060,145890,147104,147294,148523,150191,152000,152934,153180,154058,154991,156208,157351,158997,160308,161233,162015,162777,163936,165018,166441,167977,169682,170219,170501,171132,173363,175569,177217,178669,180264,181786,183072,183764,184858,186205,187229,187885,187901,188865,189550,190440,190619,190229,190104,191021,192754,194222,195737,197403,198769,199027,199716,200146,201871,204177,207238,209350,210873,213307,215676,218477,221701,226027,231874,238135,244957,251502,257992,264832,270164,276403,282658,290560
394931,89,"Ogden, UT",Msa,UT,167149,167166,167274,167616,168434,169410,170273,170919,171602,172273,173182,173951,174921,175158,175153,174858,174747,174640,174563,174571,174825,175084,175264,175323,175350,175479,175646,175870,176018,176107,176265,176338,176249,175885,175542,175207,174959,174593,174062,173994,174642,175809,176266,176236,176063,176328,176582,176843,176979,177544,178239,178961,179136,179226,179434,179727,179817,179699,179681,179770,180033,180302,180741,181138,181405,181547,181811,182199,182634,183053,183462,183951,184414,185386,186444,187708,189088,190846,193050,195304,198550,201074,203863,205354,207734,209628,211868,213715,215843,217863,220047,222162,224125,226163,227898,229883,231126,232124,232334,231652,230107,228448,227264,225667,223922,222216,220479,218606,215974,214934,213854,213388,212381,211222,210081,208921,207924,207619,207391,207417,206963,206207,205564,205370,204870,204205,202548,200869,199006,197142,195275,193301,192622,191769,191507,190423,189740,188692,187988,187556,187224,186793,186317,186352,185937,185410,184904,185077,186052,187376,188595,189644,190382,191313,192538,193943,194909,196174,197619,199811,201863,203977,205882,207381,208935,209966,211021,211196,211665,212138,212956,213785,214178,214514,214536,214793,214540,214833,214975,215889,216505,217444,218232,219581,220797,222035,223648,225739,228033,229373,230529,231638,233224,234665,236615,238660,241195,243465,245519,247439,249324,251485,253014,254535,255663,257516,259550,262381,265297,268177,270532,272228,273702,275015,277040,279305,282269,284682,286782,289004,291712,294313,296390,298547,301465,304634,307549,309388,311450,313667,316573,318170,319086,319644,320591,321658,322829,324096,326208,328218,331099,333817,337072,340040,342440,344332,346870,350549,355796,361710,367202,374645,381172,389955,397477,407528,419512,433333,447758,458444,467746,475303,483530,492111,501717,513046,524514
394528,90,"Daytona Beach, FL",Msa,FL,107605,107750,108164,108802,109495,109997,110524,111027,111541,112112,112758,113438,114025,114637,115244,116018,116837,117675,118513,119244,120046,120847,121736,122564,123167,123855,124630,125745,126878,128061,129220,130412,131577,132662,133671,134704,135749,136845,137967,139199,140656,142705,144853,146892,148340,149981,151859,153795,155361,156664,158570,160835,163315,165597,168286,171627,174648,177424,179893,182972,186105,189457,192520,196548,200809,205502,209780,214297,219202,224065,229346,233938,237773,241076,245027,249389,252724,255602,257393,258613,258319,257703,256662,254544,252229,250028,248669,247203,244571,241291,237478,234012,230857,227366,223497,219924,216104,213133,208594,205710,202231,199455,195596,191405,187644,184232,180017,175988,172973,171413,170264,167227,163955,160534,158187,156382,154178,151976,150039,148330,146984,145373,144874,144076,143611,141870,140436,138273,136463,134880,134581,134441,133533,132054,130196,128473,126699,125764,124956,124454,123994,123674,122692,121265,120045,119662,119921,120727,121494,121972,122554,123128,123957,124909,125993,127735,129634,131447,132401,132559,133693,135091,136977,138856,140711,142708,144320,146258,148161,150087,151190,151996,152121,152480,152630,152763,153343,154210,155203,156091,156506,156535,156914,157242,158560,159577,160918,162142,163247,164059,164617,165213,166552,167234,168032,168828,170343,172152,173649,175291,176466,178144,179724,181313,182025,183420,185015,187522,189329,190791,191628,192634,194464,196481,198322,199639,200504,201832,202916,204608,205569,206568,207245,208211,208945,209328,209788,210774,212235,213020,214392,215648,217101,217950,218906,219997,220963,221811,222740,223488,224615,225935,226801,227802,228199,229271,229624,230418,231751,233988,236662,239327,241520,245020,249032,254070,259238,265183,272901,281482,290089,296654,301880,307430,314848,322572,330260
394531,91,"Des Moines, IA",Msa,IA,125863,126376,126806,127602,128293,128813,129361,129783,130284,131016,131644,132318,132514,132880,133216,133844,134454,135107,135779,136419,137098,137550,138080,138590,138757,138781,138757,139614,140596,141736,142220,142713,143047,143602,144235,144935,145581,146176,146669,147204,147619,148064,148642,149462,150348,151024,151655,152248,152825,153235,153424,153885,154428,155169,155790,156398,156984,157544,158073,158668,159078,159430,159738,160242,160837,161474,162096,162644,163129,163578,164180,164810,165360,165694,166051,166416,166827,167129,167498,167901,168286,168511,168695,169007,169121,169324,169361,169574,169593,169627,169642,169694,169606,169539,169352,169262,169099,168639,167869,167118,166765,166562,166509,166495,166463,166028,165388,164745,163886,163076,162421,162370,162342,162314,162173,162083,162032,162046,162087,162007,161820,161729,162081,162414,162461,161964,161316,160562,159632,158605,157777,157047,156428,155770,155212,154809,154413,154042,153822,153543,153314,153080,153179,153283,152945,152584,152406,152630,152965,153386,154011,154478,155014,155796,156532,157374,158439,159879,160671,160729,160965,161607,162207,162218,162205,162123,162033,161802,162178,162869,163876,164931,165726,166118,166167,165983,166054,165896,165723,165380,165686,166329,167456,168560,169706,170658,171520,172347,173380,174156,175107,176089,176774,177546,178373,179616,180721,181530,182127,182458,182521,182972,183636,184545,185354,186107,186916,187627,188512,189189,189949,190810,191941,192716,193568,194862,195784,196341,196494,197446,198608,199341,199861,200377,201039,201652,201958,202478,203287,204501,205380,205747,205605,206092,206472,207156,207251,207461,207636,208070,208808,209093,209532,209778,210565,211350,212663,213809,214971,216008,217573,218511,219957,222310,225531,228467,230792,233403,236516,239334,241634,243484,245644,248729,251909,254977,257047
394711,92,"Jackson, MS",Msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112153,112430,112592,112689,112875,113102,113601,113804,113778,113761,113842,114172,114516,114754,115041,115434,115929,116631,117232,117778,118043,118248,118716,119331,120127,120706,121483,122090,123009,123806,124754,125461,125793,126135,126847,128073,129524,130426,131304,131863,132716,133389,134111,134854,135470,136131,136194,136206,136059,136259,136166,135970,135759,135609,135088,134389,133421,132926,132047,131353,130558,129903,129267,128285,127514,126539,125841,125037,124449,123348,122635,122288,122572,123130,123558,124358,124627,125403,125638,126195,126171,126719,127143,127398,127219,126886,126619,126036,125330,123962,122853,122039,122330,122576,122800,123065,123006,122758,121903,121422,120789,120387,119838,119414,118920,118766,118765,118888,119121,119657,120152,120295,120096,119489,119214,119096,119469,119394,119409,119760,120392,120471,119793,118978,118546,118593,118374,118000,117757,117681,117769,117440,117135,117026,117060,117342,117770,118413,119308,120260,121161,122066,122831,123455,123936,124325,124975,125603,126101,126373,126474,126473,126401,126412,126380,126341,126127,126108,126422,126811,127348,127765,128078,128372,128676,128933,129029,129304,130033,130722,131183,131439,131781,132116,132554,132879,133064,133190,133563,133708,133920,133993,134429,134998,135308,135918,136113,136584,136839,136959,137493,137905,138652,138846,139281,139525,139966,140101,140650,140805,141205,141448,142101,142347,142301,142148,142222,142546,143242,144220,145708,147357,149236,151039,152508,153584,154926,156835,159431,162477,165150,167645,169256,170871,172845,175345,177926,180565
395245,93,"Youngstown, OH",Msa,OH,82759,82985,83131,83453,83749,84075,84276,84428,84589,84888,85279,85686,86138,86505,86889,87180,87491,87756,88014,88171,88344,88535,88805,89094,89339,89552,89688,89862,90023,90227,90482,90746,90967,91154,91261,91385,91466,91635,91777,91938,92113,92326,92526,92814,93119,93484,93684,93876,94012,94260,94454,94685,94917,95251,95630,95957,96264,96535,96807,97057,97281,97504,97746,98024,98366,98724,99080,99422,99652,99783,99783,99805,99893,100003,100101,100103,100155,100144,100115,100084,100058,100057,100083,100205,100331,100325,100156,99933,99644,99202,98668,98241,98012,97941,98142,98300,98261,98021,97810,97703,97577,97406,97116,96836,96613,96253,95681,94804,94126,93372,92968,92652,92450,92109,91684,91232,90422,89663,88753,88174,87670,87455,87210,87149,87055,87076,86723,86311,85798,85311,84653,83965,83315,82947,82849,82734,82586,82365,82290,82259,82033,81590,81027,80584,80405,80250,80214,80103,80095,80086,80102,80042,79967,79994,80127,80257,80187,80041,79977,80140,80452,80739,81017,81189,81361,81431,81639,81628,81256,80599,80169,80021,79995,80098,80406,80549,80490,80208,80108,80092,80286,80385,80471,80712,81062,81422,81623,82000,82349,82651,82517,82351,82135,82432,82847,83204,83385,83528,83959,84355,84796,85033,85483,86086,86831,87488,87918,88286,88709,89107,89475,89579,89813,90137,90677,91275,91809,92156,92658,93135,93759,94039,94393,94719,95158,95491,95610,95660,96021,96758,97648,97991,97726,97540,97349,97497,98042,98915,99853,100087,100343,100283,100267,100543,101427,102438,103409,105039,106774,108922,110501,112377,113523,114968,116813,119743,122372,124871,126822,128805,130123,131602,133296,135299,137075,138988,140657
394352,94,"Augusta, GA",Msa,GA,96832,97013,97044,97293,97486,97762,97953,98146,98308,98453,98698,99084,99741,100267,100810,101095,101473,101195,101104,100957,101465,101809,102064,102201,102329,102511,102589,102673,102741,102972,102952,103205,103351,103705,103807,103834,104028,104363,104827,105143,105379,105660,105952,106328,106680,107070,107411,107765,108183,108652,109187,109679,110145,110710,111353,111977,112636,113275,113820,114223,114766,115324,115970,116572,117271,117984,118671,119529,120408,121313,122074,122635,123134,123797,124572,125527,126491,127767,128901,130112,131023,131752,132171,132526,133071,133697,134411,135148,135686,136182,136381,136848,137242,137726,137979,138177,138356,138520,139113,139685,140325,140393,139798,138936,138080,137844,137730,137757,137685,137688,137423,137046,136377,135877,135617,135444,135268,134904,134825,134515,134303,133740,133469,133113,132893,132422,131972,131277,130713,130226,129749,129359,129016,128749,128155,127478,126959,126722,126409,125798,124898,124006,123378,123032,122747,122425,122126,121994,121958,121901,121913,121841,121907,121827,122124,122331,122733,123220,123655,123775,123863,124095,124528,124685,124862,125215,125446,125741,125803,126061,126094,126247,126416,126615,126731,126823,127007,127194,127406,127657,127934,128347,128760,129063,129407,129911,130561,131126,131528,131865,132192,132751,133301,133935,134227,134636,134968,135394,135718,135933,136016,135966,135911,135920,135930,135933,136034,136317,136686,137112,137766,138614,139657,140531,141268,142177,143107,144146,145081,146034,146892,147542,148156,148942,149678,150480,151305,152106,152603,152967,153542,154136,154541,154751,155025,155347,155643,156026,156313,156749,157281,157860,158812,159991,161466,162689,163998,165362,166790,168343,169997,171822,173754,175859,177917,180063,182369,185063,187728,190407,193077,195739,198616,201969,205481,208928,211662
